"IDFACTURA";"IDVCTO";"FECHA";"IMPORTE"
30057;21616;6/1/2010 0:00:00;56.96 €
30058;21617;10/2/2010 0:00:00;1038.69 €
30059;21618;20/1/2010 0:00:00;708.50 €
30060;21619;20/2/2010 0:00:00;1328.55 €
30061;21620;6/2/2010 0:00:00;65.70 €
30062;21621;6/1/2010 0:00:00;573.62 €
30066;21622;10/1/2010 0:00:00;891.23 €
30067;21623;6/1/2010 0:00:00;215.76 €
30068;21624;6/1/2010 0:00:00;45.88 €
30069;21625;25/2/2010 0:00:00;202.39 €
30070;21626;6/1/2010 0:00:00;187.73 €
30072;21627;30/12/2009 0:00:00;-48.40 €
30073;21628;20/2/2009 0:00:00;-182.79 €
30074;21629;25/2/2009 0:00:00;-46.40 €
30075;21630;10/2/2009 0:00:00;283.49 €
30076;21640;28/12/2009 0:00:00;299.59 €
30077;21639;15/1/2009 0:00:00;-333.47 €
30078;21631;29/10/2009 0:00:00;-275.44 €
30097;21636;2/2/2010 0:00:00;1495.05 €
30098;21637;4/1/2010 0:00:00;789.26 €
30100;21638;8/2/2010 0:00:00;725.63 €
30101;21641;20/2/2010 0:00:00;958.81 €
30102;21642;25/2/2010 0:00:00;2100.44 €
30104;21643;13/1/2010 0:00:00;242.83 €
30105;21644;15/1/2010 0:00:00;1679.63 €
30106;21645;13/2/2010 0:00:00;1411.46 €
30107;21646;26/1/2010 0:00:00;842.91 €
30108;21647;13/1/2010 0:00:00;280.14 €
30109;21648;25/1/2010 0:00:00;294.16 €
30110;21649;13/2/2010 0:00:00;1142.90 €
30111;21650;13/2/2010 0:00:00;3474.55 €
30112;21651;13/2/2010 0:00:00;2538.69 €
30113;21652;13/2/2010 0:00:00;354.96 €
30114;21653;10/3/2010 0:00:00;1169.37 €
30116;21654;13/1/2010 0:00:00;486.39 €
30117;21655;5/2/2010 0:00:00;315.69 €
30118;21656;6/1/2010 0:00:00;53.35 €
30119;21657;10/1/2010 0:00:00;280.84 €
30121;21658;10/1/2010 0:00:00;2131.56 €
30122;21659;10/2/2010 0:00:00;28.40 €
30123;21660;11/1/2010 0:00:00;3180.40 €
30124;21661;20/1/2010 0:00:00;261.02 €
30125;21662;12/1/2010 0:00:00;3991.43 €
30126;21663;13/1/2010 0:00:00;338.53 €
30127;21664;13/1/2010 0:00:00;200.45 €
30128;21665;10/2/2010 0:00:00;59.57 €
30129;21666;20/1/2010 0:00:00;67.04 €
30130;21667;20/1/2010 0:00:00;167.97 €
30131;21668;15/11/2009 0:00:00;205.55 €
30132;21669;10/2/2010 0:00:00;281.74 €
30133;21670;19/1/2010 0:00:00;630.24 €
30135;21671;20/1/2010 0:00:00;310.09 €
30136;21672;25/1/2010 0:00:00;305.46 €
30137;21673;22/12/2009 0:00:00;766.39 €
30138;21674;20/2/2010 0:00:00;86.66 €
30139;21675;25/1/2010 0:00:00;1136.89 €
30140;21676;30/1/2010 0:00:00;2038.11 €
30141;21677;25/1/2010 0:00:00;873.17 €
30142;21678;10/2/2010 0:00:00;511.84 €
30143;21679;20/2/2009 0:00:00;620.28 €
30144;21680;20/1/2010 0:00:00;1037.39 €
30145;21681;25/2/2010 0:00:00;66.58 €
30146;21682;15/2/2010 0:00:00;3356.05 €
30147;21683;25/2/2010 0:00:00;336.75 €
30148;21684;27/2/2010 0:00:00;832.80 €
30149;21685;4/11/2009 0:00:00;823.96 €
30150;21686;3/1/2010 0:00:00;918.72 €
30151;21687;28/2/2010 0:00:00;120.66 €
30153;21688;3/2/2010 0:00:00;118.08 €
30154;21689;11/11/2009 0:00:00;504.54 €
30155;21690;8/12/2009 0:00:00;400.14 €
30156;21691;8/2/2010 0:00:00;309.72 €
30157;21692;9/1/2010 0:00:00;24.04 €
30158;21693;10/2/2010 0:00:00;3431.84 €
30159;21694;20/2/2010 0:00:00;164.26 €
30160;21695;10/2/2010 0:00:00;234.97 €
30161;21696;10/2/2010 0:00:00;395.55 €
30162;21697;10/2/2010 0:00:00;80.84 €
30163;21698;10/2/2009 0:00:00;326.42 €
30164;21699;10/2/2010 0:00:00;138.55 €
30165;21700;25/2/2010 0:00:00;101.15 €
30166;21701;11/2/2009 0:00:00;995.19 €
30167;21702;10/3/2010 0:00:00;987.48 €
30168;21703;10/3/2010 0:00:00;420.72 €
30170;21704;20/2/2010 0:00:00;449.65 €
30171;21705;25/2/2010 0:00:00;330.39 €
30172;21706;18/1/2010 0:00:00;412.61 €
30173;21707;10/3/2010 0:00:00;411.17 €
30174;21708;22/2/2010 0:00:00;295.88 €
30176;21709;5/3/2010 0:00:00;494.95 €
30177;21710;25/2/2010 0:00:00;312.62 €
30179;21711;26/1/2010 0:00:00;1178.75 €
30181;21712;25/2/2010 0:00:00;477.66 €
30182;21713;20/2/2010 0:00:00;1202.97 €
30184;21714;25/2/2010 0:00:00;57.05 €
30189;21715;16/1/2010 0:00:00;12.76 €
30190;21716;16/1/2010 0:00:00;2282.88 €
30191;21717;16/2/2010 0:00:00;1531.32 €
30199;21718;15/1/2010 0:00:00;2065.96 €
30200;21719;11/2/2009 0:00:00;-278.11 €
30201;21720;20/2/2010 0:00:00;222.72 €
30202;21721;11/2/2010 0:00:00;442.54 €
30203;21722;11/2/2010 0:00:00;-1479.81 €
30205;21723;5/12/2009 0:00:00;1131.60 €
30206;21724;11/2/2009 0:00:00;1806.62 €
30207;21725;13/12/2009 0:00:00;-132.24 €
30208;21726;25/2/2009 0:00:00;-174.00 €
30209;21727;11/2/2010 0:00:00;-2686.04 €
30210;21728;13/11/2009 0:00:00;1947.20 €
30211;21729;11/2/2010 0:00:00;-445.90 €
30212;21730;11/2/2010 0:00:00;114.84 €
30213;21731;13/11/2009 0:00:00;105.97 €
30214;21732;11/2/2010 0:00:00;633.55 €
30215;21733;11/2/2010 0:00:00;-39.38 €
30216;21734;25/2/2010 0:00:00;1559.04 €
30217;21735;12/1/2010 0:00:00;-104.40 €
30218;21736;10/1/2010 0:00:00;180.84 €
30219;21737;12/1/2010 0:00:00;-23.20 €
30220;21755;15/1/2010 0:00:00;2226.34 €
30221;21738;11/2/2010 0:00:00;471.95 €
30222;21739;13/11/2009 0:00:00;-278.40 €
30223;21740;13/11/2009 0:00:00;216.94 €
30224;21741;12/1/2010 0:00:00;55.68 €
30225;21754;12/1/2010 0:00:00;137.81 €
30226;21742;13/11/2009 0:00:00;183.51 €
30227;21743;25/2/2010 0:00:00;388.02 €
30228;21744;20/12/2009 0:00:00;178.94 €
30229;21745;20/1/2010 0:00:00;193.72 €
30232;21746;25/2/2010 0:00:00;87.00 €
30233;21747;15/2/2010 0:00:00;520.43 €
30234;21748;20/12/2009 0:00:00;988.22 €
30235;21749;20/2/2009 0:00:00;184.12 €
30236;21763;20/1/2010 0:00:00;406.34 €
30237;21750;20/12/2009 0:00:00;289.85 €
30238;21751;20/2/2010 0:00:00;600.88 €
30242;21752;19/1/2010 0:00:00;901.18 €
30243;21753;18/2/2010 0:00:00;982.47 €
30248;21756;10/2/2009 0:00:00;272.70 €
30249;21757;10/2/2010 0:00:00;441.67 €
30250;21758;11/1/2010 0:00:00;-34.80 €
30251;21759;15/1/2009 0:00:00;-153.12 €
30252;21760;10/2/2010 0:00:00;-320.69 €
30253;21761;5/12/2009 0:00:00;-27.84 €
30254;21762;12/11/2009 0:00:00;496.43 €
30262;21764;20/2/2010 0:00:00;2259.15 €
30263;21765;5/3/2010 0:00:00;1442.11 €
30264;21766;25/12/2009 0:00:00;852.30 €
30265;21767;30/12/2009 0:00:00;329.34 €
30266;21768;30/1/2010 0:00:00;730.83 €
30267;21769;10/3/2010 0:00:00;5233.34 €
30268;21770;10/3/2010 0:00:00;177.48 €
30269;21771;10/3/2010 0:00:00;466.90 €
30270;21772;10/3/2010 0:00:00;566.78 €
30271;21773;10/2/2010 0:00:00;419.41 €
30273;21774;28/2/2010 0:00:00;1182.52 €
30274;21775;28/2/2010 0:00:00;505.73 €
30275;21776;28/2/2010 0:00:00;24.22 €
30276;21777;28/2/2010 0:00:00;1128.15 €
30277;21778;28/12/2009 0:00:00;1047.83 €
30278;21779;30/1/2010 0:00:00;275.78 €
30279;21780;28/2/2010 0:00:00;53.38 €
30280;21781;28/2/2010 0:00:00;1650.30 €
30281;21782;28/2/2010 0:00:00;628.91 €
30282;21783;5/2/2010 0:00:00;547.58 €
30283;21784;27/2/2010 0:00:00;5136.60 €
30284;21785;15/3/2010 0:00:00;2563.90 €
30285;21786;20/3/2009 0:00:00;1475.40 €
30286;21787;15/2/2010 0:00:00;970.34 €
30288;21788;10/3/2010 0:00:00;177.48 €
30289;21789;10/2/2010 0:00:00;742.56 €
30290;21790;20/2/2010 0:00:00;3007.89 €
30293;21791;28/2/2010 0:00:00;185.45 €
30294;21792;30/1/2010 0:00:00;38.42 €
30295;21793;20/3/2010 0:00:00;1070.10 €
30298;21794;10/2/2010 0:00:00;274.92 €
30299;21795;30/12/2009 0:00:00;11.14 €
30300;21796;15/3/2010 0:00:00;206.35 €
30302;21797;25/3/2010 0:00:00;45.16 €
30304;21798;30/1/2010 0:00:00;1392.00 €
30306;21799;28/2/2010 0:00:00;1935.00 €
30308;21800;30/1/2010 0:00:00;218.25 €
30309;21801;5/2/2010 0:00:00;1180.42 €
30310;21802;25/2/2010 0:00:00;725.63 €
30311;21803;25/2/2010 0:00:00;862.40 €
30312;21804;25/2/2010 0:00:00;859.22 €
30315;21805;25/2/2009 0:00:00;62.30 €
30316;21806;25/2/2010 0:00:00;67.28 €
30317;21807;21/2/2010 0:00:00;492.23 €
30318;21808;25/2/2010 0:00:00;308.49 €
30319;21809;28/2/2010 0:00:00;2902.61 €
30320;21810;10/3/2010 0:00:00;432.61 €
30321;21811;28/2/2010 0:00:00;161.47 €
30322;21812;23/2/2010 0:00:00;199.17 €
30323;21813;25/2/2010 0:00:00;306.52 €
30324;21814;23/2/2010 0:00:00;3836.19 €
30325;21815;24/2/2010 0:00:00;624.67 €
30326;21816;25/2/2010 0:00:00;45.24 €
30327;21817;4/3/2010 0:00:00;1372.07 €
30328;21818;25/3/2010 0:00:00;1385.45 €
30330;21819;11/2/2010 0:00:00;249.81 €
30331;21820;20/3/2010 0:00:00;222.74 €
30332;21821;11/2/2010 0:00:00;292.15 €
30333;21822;15/2/2010 0:00:00;1751.95 €
30334;21823;25/3/2010 0:00:00;655.28 €
30335;21824;10/1/2010 0:00:00;3461.44 €
30336;21825;11/1/2010 0:00:00;481.53 €
30337;21826;25/3/2010 0:00:00;995.93 €
30338;21827;11/3/2010 0:00:00;92.85 €
30339;21828;11/3/2010 0:00:00;1407.01 €
30340;21829;11/2/2010 0:00:00;598.44 €
30343;21830;25/3/2010 0:00:00;505.60 €
30344;21831;11/3/2010 0:00:00;1045.04 €
30345;21832;11/3/2010 0:00:00;567.59 €
30346;21833;20/2/2010 0:00:00;113.82 €
30351;21834;25/2/2010 0:00:00;-64.96 €
30353;21835;20/3/2010 0:00:00;562.77 €
30354;21836;25/2/2009 0:00:00;2795.48 €
30355;21837;25/2/2010 0:00:00;1008.39 €
30356;21838;5/12/2009 0:00:00;266.45 €
30357;21839;25/2/2009 0:00:00;564.80 €
30358;21840;25/2/2010 0:00:00;2482.92 €
30359;21841;25/2/2010 0:00:00;330.66 €
30360;21842;27/11/2009 0:00:00;657.41 €
30361;21843;25/2/2010 0:00:00;803.07 €
30362;21844;25/2/2009 0:00:00;258.68 €
30363;21845;27/11/2009 0:00:00;1168.64 €
30364;21846;25/2/2010 0:00:00;459.79 €
30365;21847;25/2/2010 0:00:00;809.70 €
30366;21848;25/2/2010 0:00:00;125.28 €
30367;21849;25/2/2010 0:00:00;305.66 €
30368;21850;10/1/2010 0:00:00;533.31 €
30369;21851;26/1/2010 0:00:00;330.28 €
30370;21862;15/2/2010 0:00:00;4082.38 €
30371;21852;25/2/2010 0:00:00;64.96 €
30372;21853;27/11/2009 0:00:00;129.86 €
30373;21854;27/11/2009 0:00:00;656.40 €
30374;21855;27/11/2009 0:00:00;656.40 €
30375;21856;5/12/2009 0:00:00;222.02 €
30376;21857;27/11/2009 0:00:00;306.45 €
30390;21861;27/11/2009 0:00:00;-187.03 €
30391;21858;27/11/2009 0:00:00;277.70 €
30393;21859;25/2/2010 0:00:00;165.27 €
30394;21860;25/2/2010 0:00:00;508.68 €
30396;21863;20/3/2010 0:00:00;120.83 €
30397;21864;28/2/2010 0:00:00;4734.57 €
30398;21865;28/2/2010 0:00:00;49.04 €
30399;21866;15/3/2010 0:00:00;104.08 €
30400;21867;20/3/2010 0:00:00;261.81 €
30401;21868;10/3/2010 0:00:00;123.48 €
30402;21869;3/3/2010 0:00:00;445.78 €
30403;21870;25/3/2010 0:00:00;184.67 €
30404;21871;10/3/2010 0:00:00;1532.17 €
30405;21872;9/3/2010 0:00:00;462.09 €
30406;21873;10/3/2010 0:00:00;265.66 €
30407;21874;9/3/2010 0:00:00;165.52 €
30408;21875;10/4/2010 0:00:00;27.56 €
30410;21876;11/3/2010 0:00:00;65.90 €
30411;21877;25/3/2010 0:00:00;33.87 €
30412;21878;11/3/2010 0:00:00;84.90 €
30413;21879;4/2/2010 0:00:00;526.99 €
30414;21953;4/2/2010 0:00:00;127.60 €
30415;21880;4/3/2010 0:00:00;471.53 €
30416;21881;4/1/2010 0:00:00;509.66 €
30418;21882;11/2/2010 0:00:00;96.63 €
30419;21883;11/1/2010 0:00:00;61.38 €
30420;21884;11/3/2010 0:00:00;233.86 €
30422;21885;11/2/2009 0:00:00;802.26 €
30423;21886;25/2/2010 0:00:00;1442.02 €
30424;21887;11/2/2010 0:00:00;2900.35 €
30425;21888;11/2/2010 0:00:00;258.85 €
30426;21889;20/3/2010 0:00:00;410.95 €
30427;21890;18/1/2010 0:00:00;2900.00 €
30428;21891;18/1/2010 0:00:00;2646.38 €
30429;21892;27/2/2010 0:00:00;3992.07 €
30430;21893;18/3/2010 0:00:00;23.10 €
30431;21894;18/2/2010 0:00:00;994.14 €
30432;21895;18/2/2010 0:00:00;75.75 €
30433;21896;18/3/2010 0:00:00;1029.62 €
30434;21897;18/3/2010 0:00:00;59.45 €
30435;21898;25/2/2010 0:00:00;1308.48 €
30436;21899;10/4/2010 0:00:00;238.84 €
30437;21900;18/3/2010 0:00:00;50.60 €
30438;21901;20/3/2010 0:00:00;1553.76 €
30439;21902;26/2/2010 0:00:00;71.84 €
30440;21903;18/3/2010 0:00:00;56.65 €
30441;21904;25/2/2010 0:00:00;310.49 €
30442;21905;20/3/2010 0:00:00;180.19 €
30443;21906;25/2/2010 0:00:00;1034.88 €
30444;21907;18/3/2010 0:00:00;831.49 €
30446;21908;25/2/2010 0:00:00;69.39 €
30448;21909;20/2/2010 0:00:00;156.51 €
30449;21910;25/3/2010 0:00:00;13.47 €
30464;21911;1/2/2010 0:00:00;862.34 €
30465;21912;25/3/2010 0:00:00;475.02 €
30466;21913;18/1/2010 0:00:00;368.27 €
30467;21914;15/3/2010 0:00:00;418.18 €
30468;21954;18/1/2010 0:00:00;42.50 €
30469;21915;15/4/2010 0:00:00;425.49 €
30471;21916;18/2/2009 0:00:00;131.16 €
30472;21917;18/2/2010 0:00:00;401.13 €
30473;21918;25/3/2010 0:00:00;329.41 €
30474;21919;18/2/2010 0:00:00;187.73 €
30475;21920;18/2/2010 0:00:00;683.47 €
30476;21921;18/1/2010 0:00:00;180.53 €
30478;21922;20/3/2010 0:00:00;2790.21 €
30479;21923;18/3/2010 0:00:00;190.82 €
30483;21924;15/2/2010 0:00:00;241.69 €
30484;21925;15/3/2010 0:00:00;-23.20 €
30485;21926;20/3/2010 0:00:00;579.65 €
30486;21927;15/3/2010 0:00:00;1647.55 €
30488;21928;15/3/2010 0:00:00;301.48 €
30489;21929;14/1/2010 0:00:00;109.50 €
30490;21930;25/3/2010 0:00:00;298.29 €
30491;21931;15/3/2010 0:00:00;489.29 €
30492;21955;15/12/2009 0:00:00;-228.31 €
30493;21932;15/3/2010 0:00:00;394.40 €
30494;21933;15/3/2010 0:00:00;764.44 €
30495;21934;15/12/2009 0:00:00;944.59 €
30496;21956;15/3/2010 0:00:00;1219.45 €
30497;21935;15/3/2010 0:00:00;237.20 €
30498;21936;15/2/2010 0:00:00;-336.40 €
30499;21937;10/2/2010 0:00:00;514.10 €
30500;21938;13/2/2010 0:00:00;-139.20 €
30501;21957;15/12/2009 0:00:00;590.58 €
30502;21939;15/3/2010 0:00:00;-63.80 €
30503;21940;15/12/2009 0:00:00;-97.44 €
30504;21941;15/12/2009 0:00:00;171.42 €
30505;21942;5/1/2010 0:00:00;2649.73 €
30506;21943;13/2/2010 0:00:00;34.06 €
30507;21944;14/3/2010 0:00:00;259.41 €
30508;21945;15/2/2010 0:00:00;-11.02 €
30509;21946;14/3/2010 0:00:00;240.70 €
30519;21947;14/2/2010 0:00:00;1161.76 €
30520;21948;16/3/2010 0:00:00;686.04 €
30522;21949;12/12/2009 0:00:00;396.20 €
30523;21950;15/12/2009 0:00:00;189.49 €
30524;21951;8/1/2010 0:00:00;18.10 €
30525;21952;9/2/2010 0:00:00;134.42 €
30526;21958;10/4/2010 0:00:00;136.56 €
30527;21959;13/2/2010 0:00:00;1877.87 €
30528;21960;30/3/2009 0:00:00;209.73 €
30529;21961;13/2/2010 0:00:00;528.91 €
30530;21962;10/4/2010 0:00:00;7.24 €
30531;21963;10/4/2010 0:00:00;206.02 €
30532;21964;14/2/2010 0:00:00;91.91 €
30533;21965;14/2/2010 0:00:00;1089.24 €
30534;21966;25/3/2010 0:00:00;103.24 €
30535;21967;25/3/2010 0:00:00;104.95 €
30536;21968;25/2/2010 0:00:00;960.60 €
30537;21969;18/3/2010 0:00:00;196.24 €
30538;21970;10/4/2010 0:00:00;770.16 €
30539;21971;20/4/2010 0:00:00;316.58 €
30540;21972;21/3/2010 0:00:00;356.26 €
30541;21973;22/3/2010 0:00:00;177.57 €
30542;21974;22/3/2010 0:00:00;1241.84 €
30543;21975;22/3/2010 0:00:00;512.41 €
30544;21976;23/3/2010 0:00:00;217.71 €
30545;21977;25/3/2010 0:00:00;3577.90 €
30546;21978;30/3/2010 0:00:00;85.31 €
30547;21979;23/3/2010 0:00:00;315.52 €
30548;21980;10/4/2010 0:00:00;318.72 €
30549;21981;31/3/2010 0:00:00;463.14 €
30550;21982;10/4/2010 0:00:00;1027.25 €
30551;21983;15/4/2009 0:00:00;310.32 €
30552;21984;10/4/2010 0:00:00;3247.36 €
30554;21985;28/11/2009 0:00:00;-197.78 €
30555;21986;17/1/2010 0:00:00;-308.49 €
30573;21987;28/2/2010 0:00:00;693.68 €
30574;21988;10/4/2009 0:00:00;151.54 €
30575;21989;30/3/2010 0:00:00;1147.52 €
30576;21990;20/4/2009 0:00:00;225.91 €
30577;21991;30/3/2010 0:00:00;613.06 €
30578;21992;30/3/2010 0:00:00;2254.11 €
30579;21993;15/3/2010 0:00:00;13.34 €
30580;21994;30/3/2010 0:00:00;90.60 €
30581;21995;29/1/2010 0:00:00;442.54 €
30582;21996;30/3/2010 0:00:00;187.92 €
30583;21997;10/4/2010 0:00:00;2331.72 €
30584;21998;30/3/2010 0:00:00;215.14 €
30585;21999;30/12/2009 0:00:00;-166.63 €
30586;22000;30/12/2009 0:00:00;-114.26 €
30587;22001;30/3/2010 0:00:00;392.69 €
30588;22002;28/2/2010 0:00:00;456.22 €
30589;22003;28/2/2010 0:00:00;164.66 €
30590;22004;10/2/2010 0:00:00;88.57 €
30591;22005;15/3/2010 0:00:00;508.08 €
30592;22006;30/3/2010 0:00:00;261.17 €
30593;22007;30/12/2009 0:00:00;144.86 €
30594;22008;30/12/2009 0:00:00;304.85 €
30595;22009;5/1/2010 0:00:00;-1114.11 €
30596;22010;30/3/2010 0:00:00;-1290.00 €
30597;22011;5/1/2010 0:00:00;-279.77 €
30598;22012;15/3/2010 0:00:00;452.14 €
30599;22028;28/12/2009 0:00:00;1050.11 €
30600;22013;28/12/2009 0:00:00;-515.98 €
30613;22014;8/2/2010 0:00:00;1017.90 €
30614;22015;8/4/2010 0:00:00;58.32 €
30615;22016;15/3/2010 0:00:00;1015.56 €
30616;22017;8/4/2010 0:00:00;117.16 €
30617;22018;25/3/2010 0:00:00;29.64 €
30618;22019;25/4/2010 0:00:00;376.79 €
30619;22020;8/4/2010 0:00:00;1192.21 €
30622;22021;10/4/2010 0:00:00;140.71 €
30623;22022;20/4/2010 0:00:00;888.29 €
30624;22023;15/4/2010 0:00:00;829.02 €
30625;22024;25/4/2010 0:00:00;50.36 €
30629;22025;11/2/2010 0:00:00;31.09 €
30630;22026;11/3/2010 0:00:00;131.16 €
30631;22027;11/2/2010 0:00:00;1692.75 €
30633;22029;15/2/2010 0:00:00;300.34 €
30634;22030;20/4/2010 0:00:00;882.09 €
30635;22031;15/2/2010 0:00:00;87.44 €
30636;22032;15/3/2010 0:00:00;315.47 €
30637;22033;20/4/2010 0:00:00;81.20 €
30638;22034;4/5/2010 0:00:00;452.81 €
30639;22035;15/2/2010 0:00:00;3021.80 €
30641;22036;15/4/2010 0:00:00;54.81 €
30642;22037;25/4/2010 0:00:00;75.52 €
30643;22038;15/3/2010 0:00:00;1223.53 €
30644;22039;15/4/2010 0:00:00;636.35 €
30645;22040;26/3/2010 0:00:00;565.80 €
30647;22041;25/4/2010 0:00:00;933.80 €
30648;22042;15/4/2010 0:00:00;2018.78 €
30649;22043;5/4/2010 0:00:00;353.86 €
30652;22044;15/2/2010 0:00:00;79.39 €
30663;22045;15/2/2010 0:00:00;100.63 €
30664;22046;15/3/2010 0:00:00;1008.91 €
30667;22047;15/3/2010 0:00:00;2803.27 €
30668;22048;15/4/2010 0:00:00;574.08 €
30678;22049;22/3/2010 0:00:00;79.76 €
30679;22050;22/4/2010 0:00:00;8635.60 €
30680;22051;27/4/2010 0:00:00;145.23 €
30682;22052;22/4/2010 0:00:00;133.49 €
30684;22053;15/5/2010 0:00:00;698.40 €
30685;22054;22/4/2010 0:00:00;469.45 €
30686;22055;22/4/2010 0:00:00;309.84 €
30688;22056;20/5/2010 0:00:00;726.66 €
30689;22057;22/4/2010 0:00:00;227.79 €
30690;22058;25/4/2010 0:00:00;92.85 €
30691;22059;22/3/2010 0:00:00;1069.65 €
30693;22060;25/3/2010 0:00:00;193.88 €
30694;22061;25/3/2010 0:00:00;-69.60 €
30695;22062;15/3/2010 0:00:00;359.02 €
30696;22063;20/4/2010 0:00:00;634.52 €
30697;22064;14/4/2010 0:00:00;354.50 €
30698;22065;14/4/2010 0:00:00;1745.80 €
30699;22066;14/4/2010 0:00:00;1742.89 €
30700;22067;13/2/2010 0:00:00;-27.84 €
30701;22082;25/4/2010 0:00:00;2132.43 €
30703;22068;14/4/2010 0:00:00;1049.74 €
30704;22069;14/4/2010 0:00:00;134.56 €
30705;22083;14/1/2010 0:00:00;1023.41 €
30706;22070;14/4/2010 0:00:00;325.38 €
30707;22071;15/3/2010 0:00:00;-58.56 €
30708;22072;15/3/2010 0:00:00;261.00 €
30709;22084;15/3/2010 0:00:00;1000.11 €
30711;22073;14/1/2010 0:00:00;-334.08 €
30712;22074;15/3/2010 0:00:00;26.68 €
30713;22075;5/2/2010 0:00:00;-399.99 €
30714;22076;20/4/2010 0:00:00;797.01 €
30715;22077;25/4/2009 0:00:00;-76.56 €
30716;22078;14/4/2010 0:00:00;-229.16 €
30717;22079;15/3/2010 0:00:00;-216.34 €
30718;22080;14/4/2010 0:00:00;505.01 €
30719;22081;14/1/2010 0:00:00;45.01 €
30720;22085;30/11/2010 0:00:00;414.35 €
30721;22086;6/11/2009 0:00:00;73.25 €
30721;22087;6/12/2009 0:00:00;73.25 €
30722;22088;25/12/2009 0:00:00;488.82 €
30723;22089;30/12/2009 0:00:00;82.84 €
30724;22090;4/1/2010 0:00:00;528.67 €
30725;22091;5/1/2010 0:00:00;635.10 €
30726;22092;10/3/2010 0:00:00;455.30 €
30727;22093;15/2/2010 0:00:00;522.00 €
30729;22094;10/3/2010 0:00:00;406.86 €
30730;22095;14/2/2010 0:00:00;385.70 €
30731;22096;24/12/2009 0:00:00;975.33 €
30732;22097;6/12/2009 0:00:00;27.03 €
30732;22098;5/1/2010 0:00:00;27.03 €
30732;22099;4/2/2010 0:00:00;27.02 €
30733;22100;30/12/2009 0:00:00;1001.20 €
30734;22101;26/1/2010 0:00:00;212.28 €
30735;22102;4/2/2010 0:00:00;116.00 €
30737;22103;26/1/2010 0:00:00;160.43 €
30738;22104;26/1/2010 0:00:00;58.00 €
30739;22105;25/1/2010 0:00:00;116.93 €
30740;22106;10/3/2010 0:00:00;364.16 €
30741;22107;27/12/2009 0:00:00;104.37 €
30742;22108;28/2/2010 0:00:00;821.41 €
30744;22109;10/3/2010 0:00:00;493.42 €
30745;22110;10/4/2010 0:00:00;41.76 €
30746;22111;23/3/2010 0:00:00;220.40 €
30747;22112;2/3/2010 0:00:00;26.82 €
30748;22113;20/2/2010 0:00:00;233.64 €
30749;22114;13/1/2010 0:00:00;21.72 €
30750;22115;10/4/2010 0:00:00;239.25 €
30751;22116;20/4/2010 0:00:00;284.19 €
30752;22117;11/4/2010 0:00:00;222.16 €
30753;22118;25/4/2010 0:00:00;571.00 €
30754;22119;11/4/2010 0:00:00;1194.52 €
30755;22120;25/4/2010 0:00:00;1049.51 €
30756;22121;25/4/2010 0:00:00;40.41 €
30757;22122;30/3/2010 0:00:00;258.01 €
30758;22123;30/4/2010 0:00:00;1629.90 €
30759;22124;20/4/2010 0:00:00;126.90 €
30760;22161;10/5/2010 0:00:00;915.79 €
30761;22125;15/4/2010 0:00:00;227.48 €
30762;22126;25/4/2010 0:00:00;273.28 €
30763;22127;12/2/2010 0:00:00;208.27 €
30764;22128;25/3/2010 0:00:00;538.02 €
30765;22129;19/4/2010 0:00:00;222.52 €
30766;22130;10/5/2010 0:00:00;121.24 €
30767;22131;20/3/2010 0:00:00;2009.53 €
30768;22132;25/3/2010 0:00:00;837.17 €
30769;22214;25/4/2010 0:00:00;2353.38 €
30771;22133;9/2/2010 0:00:00;66.61 €
30776;22251;15/4/2010 0:00:00;2767.44 €
30777;22134;10/4/2010 0:00:00;811.81 €
30778;22135;10/4/2010 0:00:00;811.81 €
30779;22136;12/2/2010 0:00:00;716.97 €
30780;22137;14/4/2010 0:00:00;933.34 €
30781;22138;15/4/2010 0:00:00;1173.92 €
30782;22139;10/5/2010 0:00:00;1637.55 €
30783;22140;27/3/2010 0:00:00;542.35 €
30785;22141;27/3/2010 0:00:00;402.06 €
30786;22213;18/4/2010 0:00:00;135.72 €
30787;22142;29/3/2010 0:00:00;30.16 €
30788;22143;6/3/2010 0:00:00;37.12 €
30789;22144;5/3/2010 0:00:00;97.67 €
30790;22145;10/5/2010 0:00:00;603.52 €
30791;22146;29/4/2010 0:00:00;807.33 €
30794;22147;5/4/2010 0:00:00;1826.30 €
30795;22148;20/1/2010 0:00:00;632.66 €
30796;22149;20/4/2010 0:00:00;591.41 €
30797;22150;21/3/2010 0:00:00;385.86 €
30797;22151;20/4/2010 0:00:00;385.86 €
30798;22152;21/3/2010 0:00:00;789.26 €
30799;22153;22/3/2010 0:00:00;754.79 €
30801;22154;23/3/2010 0:00:00;1155.60 €
30802;22155;25/1/2010 0:00:00;700.76 €
30803;22156;25/4/2010 0:00:00;686.04 €
30804;22157;25/4/2010 0:00:00;1278.48 €
30805;22158;25/4/2010 0:00:00;659.60 €
30806;22159;26/4/2010 0:00:00;806.18 €
30807;22160;21/1/2010 0:00:00;1654.68 €
30810;22162;29/3/2010 0:00:00;608.13 €
30811;22163;29/3/2010 0:00:00;1051.83 €
30814;22164;27/4/2010 0:00:00;58.80 €
30815;22165;29/4/2010 0:00:00;2738.76 €
30816;22166;29/4/2010 0:00:00;548.46 €
30817;22167;21/4/2010 0:00:00;819.06 €
30818;22168;10/5/2010 0:00:00;420.81 €
