"IDPROMOCION";"IDFIRMA";"IDFAMILIA";"IDARTICULO";"FECHALIMITE";"CANTIDADMINIMA";"NETO";"DESCUENTO";"COMISION"
1268;"02";"08";"NE3002";31/1/2015 0:00:00;1,00;199,00 €;30,00;6,00
1269;"02";"08";"NE3002";31/1/2015 0:00:00;1,00;199,00 €;27,00;6,00
1273;"02";"08";"NK1002";31/3/2016 0:00:00;1,00;785,00 €;30,00;6,00
1275;"02";"08";"NK1002";31/3/2016 0:00:00;1,00;785,00 €;27,00;6,00
1276;"02";"08";"NK1102";31/3/2016 0:00:00;1,00;679,00 €;30,00;6,00
1279;"02";"08";"NK1102";31/3/2016 0:00:00;1,00;679,00 €;27,00;6,00
1280;"02";"08";"NP1003";31/3/2016 0:00:00;1,00;255,00 €;30,00;6,00
1281;"02";"08";"NP1003";31/3/2016 0:00:00;1,00;255,00 €;27,00;6,00
1284;"02";"08";"NP2018";31/12/2014 0:00:00;1,00;89,00 €;30,00;6,00
1288;"02";"08";"VV1003";31/3/2016 0:00:00;1,00;98,00 €;30,00;6,00
1292;"02";"08";"NP1006";31/3/2016 0:00:00;1,00;280,00 €;30,00;6,00
1293;"02";"08";"VV1003";31/3/2016 0:00:00;1,00;98,00 €;27,00;6,00
1297;"05";"01";"710865008";31/1/2007 0:00:00;1,00;179,00 €;0,00;5,00
1298;"05";"01";"710865029";31/1/2007 0:00:00;1,00;179,00 €;0,00;5,00
1299;"05";"01";"710865043";31/1/2007 0:00:00;1,00;179,00 €;0,00;5,00
1300;"02";"06";"CH-111";31/3/2016 0:00:00;1,00;325,00 €;27,00;6,00
1303;"01";"02";"TR300";28/2/2016 0:00:00;1,00;215,00 €;25,00;7,00
1305;"08";"01";"157000";31/3/2012 0:00:00;10,00;113,40 €;0,00;5,00
1307;"08";"01";"184200";31/3/2012 0:00:00;10,00;5,20 €;0,00;5,00
1310;"08";"02";"280500";31/3/2012 0:00:00;4,00;185,00 €;0,00;5,00
1311;"08";"02";"281500";31/3/2012 0:00:00;4,00;202,00 €;0,00;5,00
1312;"08";"02";"283300";31/3/2012 0:00:00;3,00;304,10 €;0,00;5,00
1314;"08";"03";"375300";31/3/2012 0:00:00;2,00;484,70 €;0,00;5,00
1316;"08";"03";"454020";31/3/2012 0:00:00;2,00;450,00 €;0,00;5,00
1317;"08";"03";"454045";31/3/2012 0:00:00;2,00;556,80 €;0,00;5,00
1324;"01";"02";"T2";28/2/2016 0:00:00;1,00;255,00 €;25,00;7,00
1327;"08";"01";"167500";31/12/2010 0:00:00;20,00;60,99 €;0,00;5,00
1331;"08";"01";"157000";31/12/2010 0:00:00;10,00;113,45 €;0,00;5,00
1332;"01";"02";"ME-1200";31/1/2014 0:00:00;1,00;699,00 €;27,00;7,00
1334;"08";"01";"109910";31/12/2010 0:00:00;100,00;10,48 €;0,00;5,00
1335;"08";"01";"109925";31/12/2010 0:00:00;100,00;11,15 €;0,00;5,00
1336;"08";"01";"109928";31/12/2010 0:00:00;100,00;12,93 €;0,00;5,00
1337;"08";"01";"113700";31/12/2010 0:00:00;100,00;9,55 €;0,00;5,00
1338;"08";"01";"121000";31/12/2010 0:00:00;200,00;1,52 €;0,00;5,00
1339;"08";"01";"121020";31/12/2010 0:00:00;200,00;1,48 €;0,00;5,00
1340;"08";"01";"141030";31/12/2010 0:00:00;100,00;5,53 €;0,00;5,00
1341;"08";"01";"141040";31/12/2010 0:00:00;100,00;6,12 €;0,00;5,00
1342;"08";"01";"184200";31/12/2010 0:00:00;20,00;4,78 €;0,00;5,00
1343;"08";"01";"195000";31/12/2010 0:00:00;8,00;50,54 €;0,00;5,00
1344;"08";"02";"280500";31/12/2010 0:00:00;4,00;179,54 €;0,00;5,00
1345;"08";"02";"281500";31/12/2010 0:00:00;3,00;197,96 €;0,00;5,00
1346;"08";"02";"282500";31/12/2010 0:00:00;6,00;88,45 €;0,00;5,00
1347;"08";"02";"283200";31/12/2008 0:00:00;5,00;100,80 €;0,00;5,00
1348;"08";"02";"283300";31/12/2008 0:00:00;2,00;283,36 €;0,00;5,00
1349;"08";"03";"372000";31/12/2010 0:00:00;6,00;339,83 €;0,00;5,00
1350;"08";"01";"304500";31/12/2010 0:00:00;100,00;15,32 €;0,00;5,00
1351;"08";"01";"308000";31/12/2010 0:00:00;10,00;36,31 €;0,00;5,00
1352;"08";"03";"407200";31/12/2010 0:00:00;4,00;182,23 €;0,00;5,00
1353;"08";"03";"413080";31/12/2007 0:00:00;15,00;40,10 €;0,00;5,00
1354;"08";"03";"424150";31/12/2010 0:00:00;4,00;312,18 €;0,00;5,00
1355;"08";"03";"425150";31/12/2010 0:00:00;4,00;312,18 €;0,00;5,00
1356;"08";"03";"454110";31/12/2010 0:00:00;3,00;352,48 €;0,00;5,00
1357;"08";"03";"454697";31/12/2007 0:00:00;2,00;679,56 €;0,00;5,00
1361;"08";"04";"684461";31/12/2007 0:00:00;3,00;226,44 €;0,00;5,00
1362;"08";"04";"684460";31/12/2007 0:00:00;3,00;228,11 €;0,00;5,00
1363;"08";"04";"684512";31/12/2010 0:00:00;5,00;134,26 €;0,00;5,00
1364;"08";"04";"684524";31/12/2010 0:00:00;5,00;134,26 €;0,00;5,00
1365;"08";"04";"685710";31/12/2007 0:00:00;2,00;260,40 €;0,00;5,00
1366;"08";"04";"685741";31/12/2010 0:00:00;5,00;134,26 €;0,00;5,00
1379;"08";"04";"561024";30/4/2008 0:00:00;2,00;201,66 €;0,00;5,00
1380;"08";"04";"561024";30/4/2008 0:00:00;4,00;177,94 €;0,00;5,00
1383;"08";"04";"561025";30/4/2008 0:00:00;2,00;433,44 €;0,00;5,00
1384;"08";"04";"561025";30/4/2008 0:00:00;4,00;382,44 €;0,00;5,00
1385;"08";"04";"561014";31/12/2010 0:00:00;2,00;342,69 €;0,00;5,00
1386;"08";"04";"561014";30/4/2008 0:00:00;4,00;275,19 €;0,00;5,00
1387;"08";"04";"561026";30/4/2008 0:00:00;2,00;314,65 €;0,00;5,00
1388;"08";"04";"561026";30/4/2008 0:00:00;4,00;277,63 €;0,00;5,00
1389;"08";"04";"561100";30/4/2008 0:00:00;2,00;201,66 €;0,00;5,00
1390;"08";"04";"561100";30/4/2008 0:00:00;4,00;177,94 €;0,00;5,00
1391;"08";"04";"561101";30/4/2008 0:00:00;2,00;201,66 €;0,00;5,00
1392;"08";"04";"561101";30/4/2008 0:00:00;4,00;177,94 €;0,00;5,00
1393;"08";"04";"561110";30/4/2008 0:00:00;2,00;325,98 €;0,00;5,00
1394;"08";"04";"561110";30/4/2008 0:00:00;4,00;287,63 €;0,00;5,00
1395;"08";"04";"561200";30/4/2008 0:00:00;2,00;245,86 €;0,00;5,00
1396;"08";"04";"561200";30/4/2008 0:00:00;4,00;216,94 €;0,00;5,00
1397;"08";"04";"561201";30/4/2008 0:00:00;2,00;245,86 €;0,00;5,00
1398;"08";"04";"561201";30/4/2008 0:00:00;4,00;216,94 €;0,00;5,00
1399;"08";"04";"561210";30/4/2008 0:00:00;2,00;370,18 €;0,00;5,00
1400;"08";"04";"561210";30/4/2008 0:00:00;4,00;326,63 €;0,00;5,00
1401;"08";"04";"561300";30/4/2008 0:00:00;2,00;254,15 €;0,00;5,00
1402;"08";"04";"561300";30/4/2008 0:00:00;4,00;224,25 €;0,00;5,00
1403;"08";"04";"561301";30/4/2008 0:00:00;2,00;254,15 €;0,00;5,00
1404;"08";"04";"561301";30/4/2008 0:00:00;4,00;224,25 €;0,00;5,00
1405;"08";"04";"561310";30/4/2008 0:00:00;2,00;383,99 €;0,00;5,00
1406;"08";"04";"561310";30/4/2008 0:00:00;4,00;338,81 €;0,00;5,00
1407;"08";"04";"562000";30/4/2008 0:00:00;2,00;453,05 €;0,00;5,00
1408;"08";"04";"562000";30/4/2008 0:00:00;4,00;399,75 €;0,00;5,00
1409;"08";"04";"562001";30/4/2008 0:00:00;2,00;592,56 €;0,00;5,00
1410;"08";"04";"562001";30/4/2008 0:00:00;4,00;522,84 €;0,00;5,00
1411;"08";"04";"562010";30/4/2008 0:00:00;2,00;520,73 €;0,00;5,00
1412;"08";"04";"562010";30/4/2008 0:00:00;4,00;459,47 €;0,00;5,00
1413;"08";"04";"562011";30/4/2008 0:00:00;2,00;650,57 €;0,00;5,00
1414;"08";"04";"562011";30/4/2008 0:00:00;4,00;574,03 €;0,00;5,00
1415;"08";"04";"562200";30/4/2008 0:00:00;2,00;754,44 €;0,00;5,00
1416;"08";"04";"562200";30/4/2008 0:00:00;4,00;665,68 €;0,00;5,00
1417;"08";"04";"562201";30/4/2008 0:00:00;2,00;878,75 €;0,00;5,00
1418;"08";"04";"562201";30/4/2008 0:00:00;4,00;775,37 €;0,00;5,00
1419;"08";"04";"562205";30/4/2008 0:00:00;2,00;731,23 €;0,00;5,00
1420;"08";"04";"562205";30/4/2008 0:00:00;4,00;645,21 €;0,00;5,00
1421;"08";"04";"562206";30/4/2008 0:00:00;2,00;855,55 €;0,00;5,00
1422;"08";"04";"562206";30/4/2008 0:00:00;4,00;754,89 €;0,00;5,00
1423;"08";"04";"562101";30/4/2008 0:00:00;2,00;711,34 €;0,00;5,00
1424;"08";"04";"562101";30/4/2008 0:00:00;4,00;627,66 €;0,00;5,00
1425;"08";"04";"562105";30/4/2008 0:00:00;2,00;500,84 €;0,00;5,00
1426;"08";"04";"562105";30/4/2008 0:00:00;4,00;441,92 €;0,00;5,00
1427;"08";"04";"562106";30/4/2008 0:00:00;2,00;625,15 €;0,00;5,00
1428;"08";"04";"562106";30/4/2008 0:00:00;4,00;551,61 €;0,00;5,00
1429;"08";"04";"561610";30/4/2008 0:00:00;1,00;859,14 €;0,00;5,00
1430;"08";"04";"561611";30/4/2008 0:00:00;1,00;872,95 €;0,00;5,00
1431;"08";"04";"561613";30/4/2008 0:00:00;1,00;651,95 €;0,00;5,00
1432;"08";"04";"561614";30/4/2008 0:00:00;1,00;657,48 €;0,00;5,00
1433;"08";"04";"561615";30/4/2008 0:00:00;1,00;342,55 €;0,00;5,00
1434;"08";"04";"561615";30/4/2008 0:00:00;3,00;302,25 €;0,00;5,00
1437;"08";"04";"560000";31/12/2010 0:00:00;6,00;445,00 €;0,00;5,00
1438;"08";"04";"684451";30/4/2008 0:00:00;3,00;161,33 €;0,00;5,00
1439;"08";"04";"684451";30/4/2008 0:00:00;6,00;142,35 €;0,00;5,00
1440;"08";"04";"684450";30/4/2008 0:00:00;3,00;162,99 €;0,00;5,00
1441;"08";"04";"684450";30/4/2008 0:00:00;6,00;143,81 €;0,00;5,00
1442;"08";"04";"684460";30/4/2008 0:00:00;3,00;227,08 €;0,00;5,00
1443;"08";"04";"684460";30/4/2008 0:00:00;6,00;200,36 €;0,00;5,00
1444;"08";"04";"684461";30/4/2008 0:00:00;3,00;225,42 €;0,00;5,00
1445;"08";"04";"684461";30/4/2008 0:00:00;6,00;198,90 €;0,00;5,00
1446;"08";"04";"684512";31/12/2010 0:00:00;2,00;137,57 €;0,00;5,00
1448;"08";"04";"684524";31/12/2010 0:00:00;2,00;137,57 €;0,00;5,00
1449;"08";"04";"684524";31/12/2010 0:00:00;2,00;149,18 €;0,00;5,00
1450;"08";"04";"684530";30/4/2008 0:00:00;4,00;93,93 €;0,00;5,00
1451;"08";"04";"684530";30/4/2008 0:00:00;8,00;82,88 €;0,00;5,00
1452;"08";"04";"684531";30/4/2008 0:00:00;4,00;96,69 €;0,00;5,00
1453;"08";"04";"684531";30/4/2008 0:00:00;8,00;85,31 €;0,00;5,00
1454;"08";"04";"684541";30/4/2008 0:00:00;3,00;196,14 €;0,00;5,00
1455;"08";"04";"684541";30/4/2008 0:00:00;6,00;173,06 €;0,00;5,00
1456;"08";"04";"685720";30/4/2008 0:00:00;3,00;95,03 €;0,00;5,00
1457;"08";"04";"685720";30/4/2008 0:00:00;6,00;83,85 €;0,00;5,00
1458;"08";"04";"685721";30/4/2008 0:00:00;3,00;123,76 €;0,00;5,00
1459;"08";"04";"685721";30/4/2008 0:00:00;6,00;109,20 €;0,00;5,00
1460;"08";"04";"685730";30/4/2008 0:00:00;3,00;194,48 €;0,00;5,00
1461;"08";"04";"685730";30/4/2008 0:00:00;6,00;171,60 €;0,00;5,00
1462;"08";"04";"685731";30/4/2008 0:00:00;3,00;223,21 €;0,00;5,00
1463;"08";"04";"685731";30/4/2008 0:00:00;6,00;196,95 €;0,00;5,00
1464;"08";"04";"685741";31/12/2010 0:00:00;2,00;137,57 €;0,00;5,00
1466;"08";"04";"685771";30/4/2008 0:00:00;3,00;162,44 €;0,00;5,00
1467;"08";"04";"685771";30/4/2008 0:00:00;6,00;143,33 €;0,00;5,00
1468;"08";"04";"685751";30/4/2008 0:00:00;3,00;261,89 €;0,00;5,00
1469;"08";"04";"685751";30/4/2008 0:00:00;6,00;231,08 €;0,00;5,00
1470;"08";"04";"685710";30/4/2008 0:00:00;3,00;256,91 €;0,00;5,00
1471;"08";"04";"685710";30/4/2008 0:00:00;6,00;226,69 €;0,00;5,00
1472;"08";"04";"685713";30/4/2008 0:00:00;3,00;285,64 €;0,00;5,00
1473;"08";"04";"685713";30/4/2008 0:00:00;6,00;252,04 €;0,00;5,00
1474;"08";"04";"685716";30/4/2008 0:00:00;3,00;311,06 €;0,00;5,00
1475;"08";"04";"685716";30/4/2008 0:00:00;6,00;274,46 €;0,00;5,00
1476;"08";"04";"685717";31/12/2010 0:00:00;1,00;278,20 €;0,00;5,00
1477;"08";"04";"685717";30/4/2008 0:00:00;6,00;249,11 €;0,00;5,00
1478;"08";"04";"685712";31/12/2010 0:00:00;1,00;329,10 €;0,00;5,00
1479;"08";"04";"685712";30/4/2008 0:00:00;6,00;297,38 €;0,00;5,00
1480;"08";"04";"685715";30/4/2008 0:00:00;3,00;389,51 €;0,00;5,00
1481;"08";"04";"685715";30/4/2008 0:00:00;6,00;343,69 €;0,00;5,00
1482;"08";"04";"685777";30/4/2008 0:00:00;3,00;400,56 €;0,00;5,00
1483;"08";"04";"685777";30/4/2008 0:00:00;6,00;353,44 €;0,00;5,00
1484;"08";"04";"685778";30/4/2008 0:00:00;3,00;430,95 €;0,00;5,00
1485;"08";"04";"685778";30/4/2008 0:00:00;6,00;380,25 €;0,00;5,00
1490;"17";"02";"6.2300.2000";31/12/2008 0:00:00;300,00;5,90 €;0,00;2,00
1491;"17";"02";"6.2350.1600";31/12/2008 0:00:00;300,00;6,17 €;0,00;5,00
1492;"17";"03";"6.3300.0080";31/12/2008 0:00:00;200,00;8,50 €;0,00;2,00
1493;"17";"03";"6.3300.0080";31/12/2008 0:00:00;1000,00;7,50 €;0,00;2,00
1494;"17";"03";"6.3300.0100";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1495;"17";"03";"6.3300.0100";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1496;"17";"03";"6.3300.0120";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1497;"17";"03";"6.3300.0120";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1498;"17";"03";"6.3300.0150";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1499;"17";"03";"6.3300.0150";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1500;"17";"03";"6.3300.0180";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1501;"17";"03";"6.3300.0180";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1502;"17";"03";"6.3300.0220";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1503;"17";"03";"6.3300.0220";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1504;"17";"03";"6.3300.0240";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1505;"17";"03";"6.3300.0240";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1506;"17";"03";"6.3300.0280";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1507;"17";"03";"6.3300.0280";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1508;"17";"03";"6.3300.0320";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1509;"17";"03";"6.3300.0320";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1510;"17";"03";"6.3300.0360";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1511;"17";"03";"6.3300.0360";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1512;"17";"03";"6.3300.0400";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1513;"17";"03";"6.3300.0400";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1514;"17";"03";"6.3300.0500";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1515;"17";"03";"6.3300.0500";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1516;"17";"03";"6.3300.0600";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1517;"17";"03";"6.3300.0600";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1518;"17";"03";"6.3300.0800";31/12/2008 0:00:00;100,00;16,99 €;0,00;2,00
1519;"17";"03";"6.3300.0800";31/12/2008 0:00:00;500,00;14,99 €;0,00;2,00
1521;"08";"03";"372000";31/12/2010 0:00:00;1,00;433,71 €;0,00;5,00
1526;"08";"03";"484500";31/12/2010 0:00:00;5,00;427,00 €;0,00;5,00
1548;"02";"01";"626HOA1604";31/3/2016 0:00:00;1,00;155,00 €;30,00;6,00
1549;"02";"01";"626HOA1604";31/3/2016 0:00:00;1,00;155,00 €;27,00;6,00
1563;"02";"04";"90500001";31/3/2016 0:00:00;1,00;1180,00 €;30,00;6,00
1568;"02";"02";"99000021";30/6/2013 0:00:00;1,00;35,00 €;27,00;6,00
1571;"02";"02";"99000042";31/3/2016 0:00:00;1,00;44,00 €;27,00;6,00
1572;"02";"02";"99000043";31/3/2016 0:00:00;1,00;77,00 €;30,00;6,00
1573;"02";"02";"99000021";30/6/2013 0:00:00;1,00;35,00 €;30,00;6,00
1575;"02";"02";"99000048";31/3/2016 0:00:00;1,00;90,00 €;30,00;6,00
1576;"02";"02";"99000049";31/3/2016 0:00:00;1,00;139,00 €;30,00;6,00
1577;"02";"02";"99000044";31/3/2016 0:00:00;1,00;74,00 €;30,00;6,00
1578;"02";"02";"99000045";31/3/2016 0:00:00;1,00;80,00 €;30,00;6,00
1579;"02";"02";"99000045";31/3/2016 0:00:00;1,00;80,00 €;27,00;6,00
1580;"02";"02";"99000032";31/3/2016 0:00:00;1,00;295,00 €;30,00;6,00
1581;"02";"02";"99000032";31/3/2016 0:00:00;1,00;295,00 €;27,00;6,00
1582;"02";"02";"99000042";31/3/2016 0:00:00;1,00;44,00 €;30,00;6,00
1583;"02";"02";"99000048";31/3/2016 0:00:00;1,00;90,00 €;27,00;6,00
1584;"02";"02";"99005041";31/3/2016 0:00:00;1,00;189,00 €;30,00;6,00
1585;"02";"02";"99000049";31/3/2016 0:00:00;1,00;139,00 €;27,00;6,00
1586;"02";"02";"99005041";31/3/2016 0:00:00;1,00;189,00 €;27,00;6,00
1587;"02";"02";"99010020";31/3/2016 0:00:00;1,00;246,00 €;30,00;6,00
1588;"02";"02";"99010022";31/3/2016 0:00:00;1,00;465,00 €;27,00;6,00
1589;"02";"02";"99010022";31/3/2016 0:00:00;1,00;465,00 €;30,00;6,00
1593;"02";"02";"99101003";31/3/2016 0:00:00;1,00;59,00 €;30,00;6,00
1594;"02";"02";"99102001";31/3/2016 0:00:00;1,00;58,00 €;30,00;6,00
1595;"02";"02";"99101003";31/3/2016 0:00:00;1,00;59,00 €;27,00;6,00
1596;"02";"02";"99102001";31/3/2016 0:00:00;1,00;58,00 €;27,00;6,00
1610;"02";"05";"AWI-125";31/3/2016 0:00:00;1,00;199,00 €;30,00;6,00
1612;"02";"05";"EXWI-330M";31/3/2016 0:00:00;1,00;510,00 €;27,00;6,00
1613;"02";"05";"EXWI-330M";31/3/2016 0:00:00;1,00;510,00 €;30,00;6,00
1614;"02";"05";"VEWI-220";31/3/2016 0:00:00;1,00;465,00 €;30,00;6,00
1615;"02";"05";"VEWI-330";31/3/2016 0:00:00;1,00;550,00 €;27,00;6,00
1616;"02";"05";"ELWI-125";31/3/2016 0:00:00;1,00;280,00 €;30,00;6,00
1618;"02";"05";"EWIV-250";31/3/2016 0:00:00;1,00;649,00 €;27,00;6,00
1619;"02";"05";"EWIV-250";31/3/2016 0:00:00;1,00;649,00 €;30,00;6,00
1620;"02";"06";"CH-110";31/3/2016 0:00:00;1,00;275,00 €;30,00;6,00
1621;"02";"06";"CH-106";31/3/2016 0:00:00;1,00;175,00 €;30,00;6,00
1622;"02";"06";"CH-114";31/3/2016 0:00:00;1,00;175,00 €;27,00;6,00
1624;"02";"06";"CH-106";31/3/2016 0:00:00;1,00;175,00 €;27,00;6,00
1625;"02";"06";"CH-111BH";31/3/2016 0:00:00;1,00;600,00 €;30,00;6,00
1626;"02";"06";"CH-110";31/3/2016 0:00:00;1,00;275,00 €;27,00;6,00
1627;"02";"06";"CH-111BH";31/3/2016 0:00:00;1,00;600,00 €;27,00;6,00
1628;"02";"06";"CH-113";31/1/2015 0:00:00;1,00;214,00 €;30,00;6,00
1629;"02";"06";"CH-113";31/1/2015 0:00:00;1,00;214,00 €;27,00;6,00
1630;"02";"06";"CH-114";31/3/2016 0:00:00;1,00;175,00 €;30,00;6,00
1631;"02";"05";"EXWI-220M";31/3/2016 0:00:00;1,00;425,00 €;30,00;6,00
1632;"02";"08";"ER1004";28/2/2012 0:00:00;1,00;495,00 €;27,00;6,00
1634;"02";"08";"NP2006";31/3/2016 0:00:00;1,00;30,00 €;30,00;6,00
1635;"02";"08";"NP2006";31/3/2016 0:00:00;1,00;30,00 €;27,00;6,00
1636;"02";"08";"NP2018";31/12/2014 0:00:00;1,00;89,00 €;27,00;6,00
1637;"02";"08";"VV1001";31/3/2016 0:00:00;1,00;330,00 €;30,00;6,00
1638;"02";"08";"VV1001";31/3/2016 0:00:00;1,00;330,00 €;27,00;6,00
1639;"02";"08";"ER2009";31/3/2016 0:00:00;1,00;32,00 €;27,00;6,00
1640;"02";"08";"GK1119";31/3/2016 0:00:00;1,00;449,00 €;30,00;6,00
1641;"02";"08";"GK1119";31/3/2016 0:00:00;1,00;449,00 €;27,00;6,00
1644;"02";"08";"NP1006";31/3/2016 0:00:00;1,00;280,00 €;27,00;6,00
1646;"02";"08";"ER2008";31/3/2016 0:00:00;1,00;19,00 €;27,00;6,00
1647;"02";"08";"ER2009";31/3/2016 0:00:00;1,00;32,00 €;30,00;6,00
1648;"01";"02";"PTM-2";28/2/2016 0:00:00;2,00;515,00 €;0,00;3,00
1649;"01";"02";"A-5298";31/12/2015 0:00:00;1,00;60,90 €;0,00;3,00
1658;"08";"01";"500115";31/12/2010 0:00:00;10,00;89,76 €;0,00;5,00
1659;"08";"01";"500115";31/12/2010 0:00:00;5,00;97,68 €;0,00;5,00
1661;"08";"04";"560000";31/12/2010 0:00:00;1,00;524,03 €;0,00;5,00
1662;"08";"03";"379710";31/12/2010 0:00:00;1,00;436,80 €;0,00;5,00
1663;"08";"03";"379711";31/12/2010 0:00:00;1,00;377,00 €;0,00;5,00
1664;"08";"03";"454110";31/12/2010 0:00:00;2,00;316,84 €;0,00;5,00
1665;"08";"01";"304500";31/12/2010 0:00:00;20,00;15,56 €;0,00;5,00
1666;"08";"01";"167500";30/12/2010 0:00:00;4,00;60,88 €;0,00;5,00
1667;"08";"01";"168600";31/12/2010 0:00:00;6,00;56,09 €;0,00;5,00
1668;"08";"01";"157000";31/12/2010 0:00:00;6,00;115,00 €;0,00;5,00
1669;"08";"01";"167500";31/12/2010 0:00:00;12,00;62,60 €;0,00;5,00
1670;"08";"03";"324000";31/12/2010 0:00:00;5,00;131,00 €;0,00;5,00
1747;"03";"03";"LH5054/PC";31/12/2009 0:00:00;1,00;2600,00 €;0,00;5,00
1748;"03";"03";"LH5154/PC";31/12/2009 0:00:00;1,00;1860,00 €;0,00;5,00
1749;"03";"03";"LH5059/PC";31/12/2009 0:00:00;1,00;3275,00 €;0,00;5,00
1750;"03";"03";"LH5259/PC";31/12/2009 0:00:00;1,00;2050,00 €;0,00;5,00
1751;"03";"03";"LH5159/PC";31/12/2009 0:00:00;1,00;4425,00 €;0,00;5,00
1756;"18";"01";"K955-F5";31/12/2012 0:00:00;150,00;2,35 €;0,00;5,00
1757;"18";"01";"K955-F5";31/12/2012 0:00:00;350,00;2,05 €;0,00;5,00
1758;"18";"01";"K955-F5";31/12/2012 0:00:00;600,00;1,85 €;0,00;5,00
1833;"18";"01";"0153";31/12/2014 0:00:00;1,00;0,19 €;0,00;5,00
1834;"18";"01";"0156";31/12/2014 0:00:00;1,00;0,38 €;0,00;5,00
1835;"18";"01";"0157";31/12/2014 0:00:00;1,00;0,33 €;0,00;5,00
1836;"18";"01";"0158";31/12/2014 0:00:00;1,00;0,33 €;0,00;5,00
1837;"18";"01";"0159";31/12/2014 0:00:00;1,00;0,52 €;0,00;5,00
1838;"18";"01";"0160";31/12/2014 0:00:00;1,00;0,52 €;0,00;5,00
1839;"18";"01";"0162";31/12/2014 0:00:00;1,00;0,12 €;0,00;5,00
1840;"18";"01";"0165";31/12/2014 0:00:00;1,00;0,14 €;0,00;5,00
1841;"18";"01";"0167";31/12/2014 0:00:00;1,00;0,41 €;0,00;5,00
1842;"18";"01";"0205";31/12/2014 0:00:00;1,00;0,38 €;0,00;5,00
1843;"18";"01";"0207";31/12/2014 0:00:00;1,00;0,25 €;0,00;5,00
1844;"18";"01";"0209";31/12/2014 0:00:00;1,00;0,52 €;0,00;5,00
1845;"18";"01";"0219";31/12/2014 0:00:00;1,00;0,55 €;0,00;5,00
1846;"18";"01";"0228";31/12/2014 0:00:00;1,00;0,15 €;0,00;5,00
1847;"18";"01";"0238";31/12/2014 0:00:00;1,00;0,17 €;0,00;5,00
1848;"18";"01";"0240";31/12/2014 0:00:00;1,00;0,45 €;0,00;5,00
1849;"18";"01";"0243";31/12/2014 0:00:00;1,00;0,25 €;0,00;5,00
1850;"18";"01";"0247";31/12/2014 0:00:00;1,00;0,42 €;0,00;5,00
1851;"18";"01";"0262";31/12/2014 0:00:00;1,00;0,18 €;0,00;5,00
1852;"18";"01";"0270";31/12/2014 0:00:00;1,00;0,15 €;0,00;5,00
1853;"18";"01";"0280";31/12/2014 0:00:00;1,00;0,28 €;0,00;5,00
1854;"18";"01";"0281";31/12/2014 0:00:00;1,00;0,20 €;0,00;5,00
1855;"18";"01";"0296";31/12/2014 0:00:00;1,00;0,33 €;0,00;5,00
1856;"18";"01";"0320";31/12/2014 0:00:00;1,00;0,27 €;0,00;5,00
1857;"18";"01";"0347";31/12/2014 0:00:00;1,00;0,07 €;0,00;5,00
1858;"18";"01";"0348";31/12/2014 0:00:00;1,00;0,07 €;0,00;5,00
1859;"18";"01";"0366";31/12/2014 0:00:00;1,00;0,16 €;0,00;5,00
1860;"18";"01";"0378";31/12/2014 0:00:00;1,00;0,40 €;0,00;5,00
1861;"18";"01";"0390";31/12/2014 0:00:00;1,00;0,93 €;0,00;5,00
1862;"18";"01";"0391";31/12/2014 0:00:00;1,00;0,45 €;0,00;5,00
1863;"18";"01";"0392";31/12/2014 0:00:00;1,00;0,22 €;0,00;5,00
1864;"18";"01";"0393";31/12/2014 0:00:00;1,00;0,95 €;0,00;5,00
1865;"18";"01";"0394";31/12/2014 0:00:00;1,00;0,95 €;0,00;5,00
1866;"18";"01";"0395";31/12/2014 0:00:00;1,00;0,95 €;0,00;5,00
1867;"18";"01";"0396";31/12/2014 0:00:00;1,00;0,95 €;0,00;5,00
1868;"18";"01";"0397";31/12/2014 0:00:00;1,00;0,40 €;0,00;5,00
1869;"18";"01";"0398";31/12/2012 0:00:00;1,00;0,40 €;0,00;5,00
