"IDPROMOCION";"IDFIRMA";"IDFAMILIA";"IDARTICULO";"FECHALIMITE";"CANTIDADMINIMA";"NETO";"DESCUENTO";"COMISION"
2381;"18";"01";"1637";31/12/2012 0:00:00;1,00;11,12 €;0,00;5,00
2382;"18";"01";"1643";31/12/2012 0:00:00;1,00;2,69 €;0,00;5,00
2394;"18";"01";"7304";31/12/2012 0:00:00;1,00;3,05 €;0,00;5,00
2395;"18";"01";"7305";31/12/2012 0:00:00;1,00;1,65 €;0,00;5,00
2396;"18";"01";"7324";31/12/2012 0:00:00;1,00;2,40 €;0,00;5,00
2397;"18";"01";"7332";31/12/2012 0:00:00;1,00;5,07 €;0,00;5,00
2398;"18";"01";"7342";31/12/2012 0:00:00;1,00;2,12 €;0,00;5,00
2399;"18";"01";"7361";31/12/2012 0:00:00;1,00;2,43 €;0,00;5,00
2400;"18";"01";"7363";31/12/2012 0:00:00;1,00;0,73 €;0,00;5,00
2401;"18";"01";"7365";31/12/2012 0:00:00;1,00;1,17 €;0,00;5,00
2402;"18";"01";"7800";31/12/2012 0:00:00;1,00;14,99 €;0,00;5,00
2403;"18";"01";"8445";31/12/2012 0:00:00;1,00;2,97 €;0,00;5,00
2404;"18";"01";"8449";31/12/2012 0:00:00;1,00;2,46 €;0,00;5,00
2405;"18";"01";"0697";31/12/2012 0:00:00;1,00;2,71 €;0,00;5,00
2406;"18";"01";"0083";31/12/2014 0:00:00;1,00;0,06 €;0,00;5,00
2407;"18";"01";"0955-F5";31/12/2012 0:00:00;1,00;0,90 €;0,00;5,00
2408;"18";"01";"0572";31/12/2012 0:00:00;1,00;1,12 €;0,00;5,00
2409;"18";"01";"0573";31/12/2012 0:00:00;1,00;0,72 €;0,00;5,00
2410;"18";"01";"0574";31/12/2012 0:00:00;1,00;0,85 €;0,00;5,00
2411;"18";"01";"0582";31/12/2012 0:00:00;1,00;0,69 €;0,00;5,00
2412;"18";"01";"0630";31/12/2012 0:00:00;1,00;0,26 €;0,00;5,00
2413;"18";"01";"0641";31/12/2012 0:00:00;1,00;0,04 €;0,00;5,00
2414;"18";"01";"0642";31/12/2012 0:00:00;1,00;0,04 €;0,00;5,00
2415;"18";"01";"0643";31/12/2012 0:00:00;1,00;0,04 €;0,00;5,00
2416;"18";"01";"0776";31/12/2012 0:00:00;1,00;0,75 €;0,00;5,00
2417;"18";"01";"0777";31/12/2012 0:00:00;1,00;0,81 €;0,00;5,00
2418;"18";"01";"0778";31/12/2012 0:00:00;1,00;0,86 €;0,00;5,00
2419;"18";"01";"0779";31/12/2012 0:00:00;1,00;0,92 €;0,00;5,00
2420;"18";"01";"0780";31/12/2012 0:00:00;1,00;1,05 €;0,00;5,00
2421;"18";"01";"0781";31/12/2012 0:00:00;1,00;1,28 €;0,00;5,00
2422;"18";"01";"0782";31/12/2012 0:00:00;1,00;1,26 €;0,00;5,00
2423;"18";"01";"0783";31/12/2012 0:00:00;1,00;1,41 €;0,00;5,00
2424;"18";"01";"0955-1";31/12/2012 0:00:00;1,00;3,22 €;0,00;5,00
2425;"18";"01";"0955-F2";31/12/2012 0:00:00;1,00;0,78 €;0,00;5,00
2426;"18";"01";"0955-F5";31/12/2012 0:00:00;1,00;0,78 €;0,00;5,00
2427;"18";"01";"1989";31/12/2012 0:00:00;1,00;1,76 €;0,00;5,00
2428;"18";"01";"2092";31/12/2012 0:00:00;1,00;1,85 €;0,00;5,00
2431;"18";"01";"AM-12";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2432;"18";"01";"AM-16";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2433;"18";"01";"AM-22";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2434;"18";"01";"AM-27";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
2435;"18";"01";"AM-32";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
2436;"18";"01";"AM-40";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2437;"18";"01";"AM-50";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2438;"18";"01";"AM-60";31/12/2012 0:00:00;1,00;0,12 €;0,00;5,00
2439;"18";"01";"AM-70";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
2440;"18";"01";"AM-80";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
2441;"18";"01";"AM-90";31/12/2012 0:00:00;1,00;0,17 €;0,00;5,00
2442;"18";"01";"K955-F2";31/12/2012 0:00:00;1,00;1,50 €;0,00;5,00
2444;"18";"01";"00K4";31/12/2014 0:00:00;1,00;0,22 €;0,00;5,00
2445;"18";"01";"00K5";31/12/2014 0:00:00;1,00;0,21 €;0,00;5,00
2446;"18";"01";"0955-2";31/12/2012 0:00:00;1,00;4,10 €;0,00;5,00
2448;"18";"01";"LR1051";31/12/2012 0:00:00;1,00;16,00 €;0,00;5,00
2449;"18";"01";"0022";31/12/2014 0:00:00;1,00;0,09 €;0,00;5,00
2450;"18";"01";"0144";31/12/2014 0:00:00;1,00;1,05 €;0,00;5,00
2451;"18";"01";"0146";31/12/2014 0:00:00;1,00;0,80 €;0,00;5,00
2452;"18";"01";"0152";31/12/2014 0:00:00;1,00;0,78 €;0,00;5,00
2453;"18";"01";"0153";31/12/2014 0:00:00;1,00;0,15 €;0,00;5,00
2454;"18";"01";"0165";31/12/2014 0:00:00;1,00;0,10 €;0,00;5,00
2455;"18";"01";"0167";31/12/2014 0:00:00;1,00;0,30 €;0,00;5,00
2456;"18";"01";"0168";31/12/2014 0:00:00;1,00;0,18 €;0,00;5,00
2457;"18";"01";"0169";31/12/2014 0:00:00;1,00;0,60 €;0,00;5,00
2458;"18";"01";"0172";31/12/2014 0:00:00;1,00;0,45 €;0,00;5,00
2459;"18";"01";"0173";31/12/2014 0:00:00;1,00;0,75 €;0,00;5,00
2460;"18";"01";"0204";31/12/2014 0:00:00;1,00;0,11 €;0,00;5,00
2461;"18";"01";"0207";31/12/2014 0:00:00;1,00;0,16 €;0,00;5,00
2462;"18";"01";"0212";31/12/2014 0:00:00;1,00;0,32 €;0,00;5,00
2463;"18";"01";"0236";31/12/2014 0:00:00;1,00;0,45 €;0,00;5,00
2464;"18";"01";"0240";31/12/2014 0:00:00;1,00;0,28 €;0,00;5,00
2465;"18";"01";"0251";31/12/2014 0:00:00;1,00;1,55 €;0,00;5,00
2466;"18";"01";"0262";31/12/2014 0:00:00;1,00;0,12 €;0,00;5,00
2467;"18";"01";"0270";31/12/2014 0:00:00;1,00;0,15 €;0,00;5,00
2468;"18";"01";"0280";31/12/2014 0:00:00;1,00;0,20 €;0,00;5,00
2469;"18";"01";"0319";31/12/2014 0:00:00;1,00;1,20 €;0,00;5,00
2470;"18";"01";"0360";31/12/2014 0:00:00;1,00;0,55 €;0,00;5,00
2471;"18";"01";"0365";31/12/2014 0:00:00;1,00;0,70 €;0,00;5,00
2472;"18";"01";"0366";31/12/2014 0:00:00;1,00;0,10 €;0,00;5,00
2473;"18";"01";"0374";31/12/2014 0:00:00;1,00;1,40 €;0,00;5,00
2474;"18";"01";"0378";31/12/2014 0:00:00;1,00;0,50 €;0,00;5,00
2475;"18";"01";"0388";31/12/2014 0:00:00;1,00;1,25 €;0,00;5,00
2476;"18";"01";"0390";31/12/2014 0:00:00;1,00;0,70 €;0,00;5,00
2477;"18";"01";"0392";31/12/2014 0:00:00;1,00;0,32 €;0,00;5,00
2478;"18";"01";"0395";31/12/2014 0:00:00;1,00;0,56 €;0,00;5,00
2479;"18";"01";"0397";31/12/2014 0:00:00;1,00;0,32 €;0,00;5,00
2480;"18";"01";"0398";31/12/2012 0:00:00;1,00;0,28 €;0,00;5,00
2481;"18";"01";"0399";31/12/2012 0:00:00;1,00;0,36 €;0,00;5,00
2482;"18";"01";"0400";31/12/2012 0:00:00;1,00;0,36 €;0,00;5,00
2483;"18";"01";"0401";31/12/2012 0:00:00;1,00;0,36 €;0,00;5,00
2484;"18";"01";"0404";31/12/2012 0:00:00;1,00;1,20 €;0,00;5,00
2485;"18";"01";"0405";31/12/2012 0:00:00;1,00;1,10 €;0,00;5,00
2486;"18";"01";"0408";31/12/2012 0:00:00;1,00;1,05 €;0,00;5,00
2487;"18";"01";"0417";31/12/2012 0:00:00;1,00;0,20 €;0,00;5,00
2488;"18";"01";"0441";31/12/2012 0:00:00;1,00;1,30 €;0,00;5,00
2489;"18";"01";"0449";31/12/2012 0:00:00;1,00;0,34 €;0,00;5,00
2490;"18";"01";"0466";31/12/2012 0:00:00;1,00;0,18 €;0,00;5,00
2491;"18";"01";"0468";31/12/2012 0:00:00;1,00;0,26 €;0,00;5,00
2492;"18";"01";"0469";31/12/2012 0:00:00;1,00;1,35 €;0,00;5,00
2493;"18";"01";"0487";31/12/2012 0:00:00;1,00;0,55 €;0,00;5,00
2494;"18";"01";"0489";31/12/2012 0:00:00;1,00;0,52 €;0,00;5,00
2495;"18";"01";"0501";31/12/2012 0:00:00;1,00;0,85 €;0,00;5,00
2496;"18";"01";"0512";31/12/2012 0:00:00;1,00;4,00 €;0,00;5,00
2497;"18";"01";"0513C";31/12/2012 0:00:00;1,00;6,85 €;0,00;5,00
2498;"18";"01";"0517";31/12/2012 0:00:00;1,00;4,00 €;0,00;5,00
2499;"18";"01";"0181";31/12/2014 0:00:00;1,00;0,70 €;0,00;5,00
2500;"18";"01";"0437";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2501;"18";"01";"0499";31/12/2012 0:00:00;1,00;0,75 €;0,00;5,00
2502;"18";"01";"0518";31/12/2012 0:00:00;1,00;5,00 €;0,00;5,00
2503;"18";"01";"0519";31/12/2012 0:00:00;1,00;4,00 €;0,00;5,00
2504;"18";"01";"0519L";31/12/2012 0:00:00;1,00;7,00 €;0,00;5,00
2505;"18";"01";"0530-2";31/12/2012 0:00:00;1,00;2,80 €;0,00;5,00
2506;"18";"01";"0530-4";31/12/2012 0:00:00;1,00;2,80 €;0,00;5,00
2507;"18";"01";"0541";31/12/2012 0:00:00;1,00;0,82 €;0,00;5,00
2508;"18";"01";"0542";31/12/2012 0:00:00;1,00;0,55 €;0,00;5,00
2509;"18";"01";"0543";31/12/2012 0:00:00;1,00;0,90 €;0,00;5,00
2510;"18";"01";"0546";31/12/2012 0:00:00;1,00;0,46 €;0,00;5,00
2511;"18";"01";"0547";31/12/2012 0:00:00;1,00;0,95 €;0,00;5,00
2512;"18";"01";"0553";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2513;"18";"01";"0554";31/12/2012 0:00:00;1,00;0,20 €;0,00;5,00
2514;"18";"01";"0555";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
2515;"18";"01";"0565";31/12/2012 0:00:00;1,00;0,60 €;0,00;5,00
2516;"18";"01";"0567";31/12/2012 0:00:00;1,00;0,32 €;0,00;5,00
2517;"18";"01";"0591";31/12/2012 0:00:00;1,00;0,38 €;0,00;5,00
2518;"18";"01";"0592";31/12/2012 0:00:00;1,00;0,38 €;0,00;5,00
2519;"18";"01";"0593";31/12/2012 0:00:00;1,00;0,36 €;0,00;5,00
2520;"18";"01";"0594";31/12/2012 0:00:00;1,00;0,38 €;0,00;5,00
2521;"18";"01";"0598";31/12/2012 0:00:00;1,00;0,24 €;0,00;5,00
2522;"18";"01";"0615";31/12/2012 0:00:00;1,00;17,00 €;0,00;5,00
2523;"18";"01";"0616";31/12/2012 0:00:00;1,00;15,00 €;0,00;5,00
2524;"18";"01";"0630";31/12/2012 0:00:00;1,00;0,24 €;0,00;5,00
2525;"18";"01";"0649";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2526;"18";"01";"0675";31/12/2012 0:00:00;1,00;0,55 €;0,00;5,00
2527;"18";"01";"0676";31/12/2012 0:00:00;1,00;0,77 €;0,00;5,00
2528;"18";"01";"0691";31/12/2012 0:00:00;1,00;0,35 €;0,00;5,00
2529;"18";"01";"0694";31/12/2012 0:00:00;1,00;1,25 €;0,00;5,00
2530;"18";"01";"0697";31/12/2012 0:00:00;1,00;2,40 €;0,00;5,00
2531;"18";"01";"0697H";31/12/2012 0:00:00;1,00;3,65 €;0,00;5,00
2532;"18";"01";"0716";31/12/2012 0:00:00;1,00;2,60 €;0,00;5,00
2533;"18";"01";"0727";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
2534;"18";"01";"0734";31/12/2012 0:00:00;1,00;0,27 €;0,00;5,00
2535;"18";"01";"0737";31/12/2012 0:00:00;1,00;0,45 €;0,00;5,00
2536;"18";"01";"0738";31/12/2012 0:00:00;1,00;0,46 €;0,00;5,00
2537;"18";"01";"0744";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
2538;"18";"01";"0749";31/12/2012 0:00:00;1,00;0,46 €;0,00;5,00
2539;"18";"01";"0750";31/12/2012 0:00:00;1,00;0,65 €;0,00;5,00
2540;"18";"01";"0755";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
2541;"18";"01";"0756";31/12/2012 0:00:00;1,00;0,32 €;0,00;5,00
2542;"18";"01";"0765";31/12/2012 0:00:00;1,00;0,15 €;0,00;5,00
2543;"18";"01";"0770";31/12/2012 0:00:00;1,00;0,99 €;0,00;5,00
2544;"18";"01";"0771";31/12/2012 0:00:00;1,00;0,99 €;0,00;5,00
2545;"18";"01";"0772";31/12/2012 0:00:00;1,00;2,65 €;0,00;5,00
2546;"18";"01";"0775";31/12/2012 0:00:00;1,00;6,50 €;0,00;5,00
2547;"18";"01";"0793";31/12/2012 0:00:00;1,00;0,33 €;0,00;5,00
2548;"18";"01";"0794";31/12/2012 0:00:00;1,00;0,55 €;0,00;5,00
2549;"18";"01";"0813";31/12/2012 0:00:00;1,00;0,20 €;0,00;5,00
2550;"18";"01";"0856";31/12/2012 0:00:00;1,00;4,20 €;0,00;5,00
2551;"18";"01";"0862";31/12/2012 0:00:00;1,00;1,20 €;0,00;5,00
2552;"18";"01";"0868";31/12/2012 0:00:00;1,00;1,25 €;0,00;5,00
2553;"18";"01";"0893";31/12/2012 0:00:00;1,00;0,19 €;0,00;5,00
2554;"18";"01";"0678";31/12/2012 0:00:00;1,00;0,87 €;0,00;5,00
2555;"18";"01";"0901";31/12/2012 0:00:00;1,00;4,55 €;0,00;5,00
2556;"18";"01";"0902";31/12/2012 0:00:00;1,00;7,70 €;0,00;5,00
2557;"18";"01";"0918";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2558;"18";"01";"0924";31/12/2012 0:00:00;1,00;0,85 €;0,00;5,00
2559;"18";"01";"0925";31/12/2012 0:00:00;1,00;1,05 €;0,00;5,00
2560;"18";"01";"0926";31/12/2012 0:00:00;1,00;6,00 €;0,00;5,00
2561;"18";"01";"0927";31/12/2012 0:00:00;1,00;0,85 €;0,00;5,00
2562;"18";"01";"0936";31/12/2012 0:00:00;1,00;0,34 €;0,00;5,00
2563;"18";"01";"0951";31/12/2012 0:00:00;1,00;0,24 €;0,00;5,00
2564;"18";"01";"0960";31/12/2012 0:00:00;1,00;0,30 €;0,00;5,00
2565;"18";"01";"1004";31/12/2012 0:00:00;1,00;0,32 €;0,00;5,00
2566;"18";"01";"1005";31/12/2012 0:00:00;1,00;0,32 €;0,00;5,00
2567;"18";"01";"1009";31/12/2012 0:00:00;1,00;0,20 €;0,00;5,00
2568;"18";"01";"1013";31/12/2012 0:00:00;1,00;2,90 €;0,00;5,00
2569;"18";"01";"1022";31/12/2012 0:00:00;1,00;1,50 €;0,00;5,00
2570;"18";"01";"1041H";31/12/2012 0:00:00;1,00;4,95 €;0,00;5,00
2571;"18";"01";"1047";31/12/2012 0:00:00;1,00;12,20 €;0,00;5,00
2572;"18";"01";"1053";31/12/2012 0:00:00;1,00;2,20 €;0,00;5,00
2573;"18";"01";"1056";31/12/2012 0:00:00;1,00;4,98 €;0,00;5,00
2574;"18";"01";"1057";31/12/2012 0:00:00;1,00;1,99 €;0,00;5,00
2575;"18";"01";"1060";31/12/2012 0:00:00;1,00;0,95 €;0,00;5,00
2576;"18";"01";"1065";31/12/2012 0:00:00;1,00;1,50 €;0,00;5,00
2577;"18";"01";"1068";31/12/2012 0:00:00;1,00;3,45 €;0,00;5,00
2578;"18";"01";"1068-D";31/12/2012 0:00:00;1,00;3,45 €;0,00;5,00
2579;"18";"01";"1070";31/12/2012 0:00:00;1,00;1,30 €;0,00;5,00
2580;"18";"01";"1075";31/12/2012 0:00:00;1,00;1,30 €;0,00;5,00
2581;"18";"01";"1078";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2582;"18";"01";"1079";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2583;"18";"01";"1081";31/12/2012 0:00:00;1,00;0,99 €;0,00;5,00
2584;"18";"01";"1082";31/12/2012 0:00:00;1,00;0,95 €;0,00;5,00
2585;"18";"01";"1083";31/12/2012 0:00:00;1,00;1,20 €;0,00;5,00
2586;"18";"01";"1084";31/12/2012 0:00:00;1,00;1,50 €;0,00;5,00
2587;"18";"01";"1085";31/12/2012 0:00:00;1,00;2,50 €;0,00;5,00
2588;"18";"01";"1087";31/12/2012 0:00:00;1,00;1,95 €;0,00;5,00
2589;"18";"01";"1088";31/12/2012 0:00:00;1,00;1,00 €;0,00;5,00
2590;"18";"01";"1089";31/12/2012 0:00:00;1,00;3,75 €;0,00;5,00
2591;"18";"01";"1090";31/12/2012 0:00:00;1,00;1,45 €;0,00;5,00
2592;"18";"01";"1092";31/12/2012 0:00:00;1,00;0,96 €;0,00;5,00
2593;"18";"01";"1099";31/12/2012 0:00:00;1,00;3,45 €;0,00;5,00
2594;"18";"01";"1100";31/12/2012 0:00:00;1,00;0,95 €;0,00;5,00
2595;"18";"01";"1110T";31/12/2012 0:00:00;1,00;2,10 €;0,00;5,00
2596;"18";"01";"1160";31/12/2012 0:00:00;1,00;0,22 €;0,00;5,00
2597;"18";"01";"1173";31/12/2012 0:00:00;1,00;0,60 €;0,00;5,00
2598;"18";"01";"1178";31/12/2012 0:00:00;1,00;0,77 €;0,00;5,00
2599;"18";"01";"1179";31/12/2012 0:00:00;1,00;1,65 €;0,00;5,00
2600;"18";"01";"1183";31/12/2012 0:00:00;1,00;2,70 €;0,00;5,00
2601;"18";"01";"1186";31/12/2012 0:00:00;1,00;18,50 €;0,00;5,00
2602;"18";"01";"1187";31/12/2012 0:00:00;1,00;17,00 €;0,00;5,00
2603;"18";"01";"1202";31/12/2012 0:00:00;1,00;2,20 €;0,00;5,00
2604;"18";"01";"1251";31/12/2012 0:00:00;1,00;4,95 €;0,00;5,00
2605;"18";"01";"1375";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2606;"18";"01";"1041";31/12/2012 0:00:00;1,00;2,55 €;0,00;5,00
2607;"18";"01";"1382";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
2608;"18";"01";"1480";31/12/2012 0:00:00;1,00;3,60 €;0,00;5,00
2609;"18";"01";"1480H";31/12/2012 0:00:00;1,00;12,00 €;0,00;5,00
2610;"18";"01";"1488";31/12/2012 0:00:00;1,00;0,45 €;0,00;5,00
2611;"18";"01";"1489";31/12/2012 0:00:00;1,00;0,52 €;0,00;5,00
2612;"18";"01";"1490";31/12/2012 0:00:00;1,00;0,58 €;0,00;5,00
2613;"18";"01";"1491";31/12/2012 0:00:00;1,00;0,58 €;0,00;5,00
2614;"18";"01";"1492";31/12/2012 0:00:00;1,00;0,75 €;0,00;5,00
2615;"18";"01";"1493";31/12/2012 0:00:00;1,00;0,62 €;0,00;5,00
2616;"18";"01";"1501";31/12/2012 0:00:00;1,00;2,80 €;0,00;5,00
2617;"18";"01";"1510";31/12/2012 0:00:00;1,00;4,50 €;0,00;5,00
2618;"18";"01";"1536";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2619;"18";"01";"1545";31/12/2012 0:00:00;1,00;9,95 €;0,00;5,00
2620;"18";"01";"1550";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2621;"18";"01";"1595";31/12/2012 0:00:00;1,00;1,65 €;0,00;5,00
2622;"18";"01";"1601";31/12/2012 0:00:00;1,00;1,20 €;0,00;5,00
2623;"18";"01";"1603";31/12/2012 0:00:00;1,00;1,20 €;0,00;5,00
2624;"18";"01";"1604";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2625;"18";"01";"1605";31/12/2012 0:00:00;1,00;0,65 €;0,00;5,00
2626;"18";"01";"1606";31/12/2012 0:00:00;1,00;0,66 €;0,00;5,00
2627;"18";"01";"1607";31/12/2012 0:00:00;1,00;0,60 €;0,00;5,00
2628;"18";"01";"1637";31/12/2012 0:00:00;1,00;8,95 €;0,00;5,00
2629;"18";"01";"1658";31/12/2012 0:00:00;1,00;5,75 €;0,00;5,00
2630;"18";"01";"1676";31/12/2012 0:00:00;1,00;1,65 €;0,00;5,00
2631;"18";"01";"1677";31/12/2012 0:00:00;1,00;0,52 €;0,00;5,00
2632;"18";"01";"1678";31/12/2012 0:00:00;1,00;0,64 €;0,00;5,00
2633;"18";"01";"1680";31/12/2012 0:00:00;1,00;0,52 €;0,00;5,00
2634;"18";"01";"1682";31/12/2012 0:00:00;1,00;0,60 €;0,00;5,00
2635;"18";"01";"1685";31/12/2012 0:00:00;1,00;3,95 €;0,00;5,00
2636;"18";"01";"1688";31/12/2012 0:00:00;1,00;3,10 €;0,00;5,00
2637;"18";"01";"1695";31/12/2012 0:00:00;1,00;4,80 €;0,00;5,00
2638;"18";"01";"1697";31/12/2012 0:00:00;1,00;4,50 €;0,00;5,00
2639;"18";"01";"1700";31/12/2012 0:00:00;1,00;17,00 €;0,00;5,00
2640;"18";"01";"1712";31/12/2012 0:00:00;1,00;7,20 €;0,00;5,00
2641;"18";"01";"1728";31/12/2012 0:00:00;1,00;1,10 €;0,00;5,00
2642;"18";"01";"1758";31/12/2012 0:00:00;1,00;1,55 €;0,00;5,00
2643;"18";"01";"1824";31/12/2012 0:00:00;1,00;1,20 €;0,00;5,00
2644;"18";"01";"1826";31/12/2012 0:00:00;1,00;7,25 €;0,00;5,00
2645;"18";"01";"1843";31/12/2012 0:00:00;1,00;5,20 €;0,00;5,00
2646;"18";"01";"1847";31/12/2012 0:00:00;1,00;8,45 €;0,00;5,00
2647;"18";"01";"1864";31/12/2012 0:00:00;1,00;0,45 €;0,00;5,00
2648;"18";"01";"1872";31/12/2012 0:00:00;1,00;0,28 €;0,00;5,00
2649;"18";"01";"1873";31/12/2012 0:00:00;1,00;0,28 €;0,00;5,00
2650;"18";"01";"1880";31/12/2012 0:00:00;1,00;1,80 €;0,00;5,00
2651;"18";"01";"1887";31/12/2012 0:00:00;1,00;2,40 €;0,00;5,00
2652;"18";"01";"1888";31/12/2012 0:00:00;1,00;9,25 €;0,00;5,00
2653;"18";"01";"1889";31/12/2012 0:00:00;1,00;2,05 €;0,00;5,00
2654;"18";"01";"1892";31/12/2012 0:00:00;1,00;7,20 €;0,00;5,00
2655;"18";"01";"1902";31/12/2012 0:00:00;1,00;1,45 €;0,00;5,00
2656;"18";"01";"1907";31/12/2012 0:00:00;1,00;2,55 €;0,00;5,00
2657;"18";"01";"1910";31/12/2012 0:00:00;1,00;4,05 €;0,00;5,00
2658;"18";"01";"1926";31/12/2012 0:00:00;1,00;1,60 €;0,00;5,00
2659;"18";"01";"1949";31/12/2012 0:00:00;1,00;0,30 €;0,00;5,00
2660;"18";"01";"1955";31/12/2012 0:00:00;1,00;4,25 €;0,00;5,00
2661;"18";"01";"1964";31/12/2012 0:00:00;1,00;1,20 €;0,00;5,00
2662;"18";"01";"1966";31/12/2012 0:00:00;1,00;9,00 €;0,00;5,00
2663;"18";"01";"1967";31/12/2012 0:00:00;1,00;7,50 €;0,00;5,00
2664;"18";"01";"1968";31/12/2012 0:00:00;1,00;7,00 €;0,00;5,00
2665;"18";"01";"1973";31/12/2012 0:00:00;1,00;7,00 €;0,00;5,00
2666;"18";"01";"1974";31/12/2012 0:00:00;1,00;6,20 €;0,00;5,00
2667;"18";"01";"1975";31/12/2012 0:00:00;1,00;1,75 €;0,00;5,00
2668;"18";"01";"1980";31/12/2012 0:00:00;1,00;5,50 €;0,00;5,00
2669;"18";"01";"1981";31/12/2012 0:00:00;1,00;2,95 €;0,00;5,00
2670;"18";"01";"1999";31/12/2012 0:00:00;1,00;11,30 €;0,00;5,00
2671;"18";"01";"2004";31/12/2012 0:00:00;1,00;5,00 €;0,00;5,00
2672;"18";"01";"2005";31/12/2012 0:00:00;1,00;0,30 €;0,00;5,00
2673;"18";"01";"2009";31/12/2012 0:00:00;1,00;3,20 €;0,00;5,00
2674;"18";"01";"2013";31/12/2012 0:00:00;1,00;0,95 €;0,00;5,00
2675;"18";"01";"2020";31/12/2012 0:00:00;1,00;1,55 €;0,00;5,00
2676;"18";"01";"2021";31/12/2012 0:00:00;1,00;1,50 €;0,00;5,00
2677;"18";"01";"2022";31/12/2012 0:00:00;1,00;1,55 €;0,00;5,00
2678;"18";"01";"2025";31/12/2012 0:00:00;1,00;1,60 €;0,00;5,00
2679;"18";"01";"2044";31/12/2012 0:00:00;1,00;2,80 €;0,00;5,00
2680;"18";"01";"2046";31/12/2012 0:00:00;1,00;11,00 €;0,00;5,00
2681;"18";"01";"2051";31/12/2012 0:00:00;1,00;13,00 €;0,00;5,00
2682;"18";"01";"2055";31/12/2012 0:00:00;1,00;5,30 €;0,00;5,00
2683;"18";"01";"2061";31/12/2012 0:00:00;1,00;6,90 €;0,00;5,00
2684;"18";"01";"2153";31/12/2012 0:00:00;1,00;0,70 €;0,00;5,00
2685;"18";"01";"2154";31/12/2012 0:00:00;1,00;8,00 €;0,00;5,00
2686;"18";"01";"2155";31/12/2012 0:00:00;1,00;7,00 €;0,00;5,00
2687;"18";"01";"2159";31/12/2012 0:00:00;1,00;0,35 €;0,00;5,00
2688;"18";"01";"2167";31/12/2012 0:00:00;1,00;0,78 €;0,00;5,00
2689;"18";"01";"2178";31/12/2012 0:00:00;1,00;7,20 €;0,00;5,00
2690;"18";"01";"2179";31/12/2012 0:00:00;1,00;9,00 €;0,00;5,00
2691;"18";"01";"2180";31/12/2012 0:00:00;1,00;1,75 €;0,00;5,00
2692;"18";"01";"2200";31/12/2012 0:00:00;1,00;1,75 €;0,00;5,00
2693;"18";"01";"2203";31/12/2012 0:00:00;1,00;1,15 €;0,00;5,00
2694;"18";"01";"2204";31/12/2012 0:00:00;1,00;3,10 €;0,00;5,00
2695;"18";"01";"2205";31/12/2012 0:00:00;1,00;3,20 €;0,00;5,00
2696;"18";"01";"2211";31/12/2012 0:00:00;1,00;0,22 €;0,00;5,00
2697;"18";"01";"2225";31/12/2012 0:00:00;1,00;7,60 €;0,00;5,00
2698;"18";"01";"2231";31/12/2012 0:00:00;1,00;7,25 €;0,00;5,00
2699;"18";"01";"2233";31/12/2012 0:00:00;1,00;5,80 €;0,00;5,00
2700;"18";"01";"2235";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2701;"18";"01";"2237";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2702;"18";"01";"2238";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2703;"18";"01";"2239";31/12/2012 0:00:00;1,00;10,20 €;0,00;5,00
2704;"18";"01";"2240";31/12/2012 0:00:00;1,00;8,50 €;0,00;5,00
2705;"18";"01";"2246";31/12/2012 0:00:00;1,00;3,20 €;0,00;5,00
2706;"18";"01";"2247";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2707;"18";"01";"2248";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2708;"18";"01";"2249";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2709;"18";"01";"2259";31/12/2012 0:00:00;1,00;2,00 €;0,00;5,00
2710;"18";"01";"2263";31/12/2012 0:00:00;1,00;2,50 €;0,00;5,00
